Sum of all_trips_v2$ride_length,all_trips_v2$member_casual,
all_trips_v2$day_of_week,casual,member
Sunday,2230.718436,866.2982827
Monday,1942.935259,748.7209792
Tuesday,1686.031106,737.0460964
Wednesday,1632.842457,734.3318782
Thursday,1676.977079,746.4894554
Friday,1836.043606,759.6042306
Saturday,2118.851338,869.439436
